1000,0.004002809524536133
2000,0.009000062942504883
3000,0.014023542404174805
4000,0.02101445198059082
5000,0.02402353286743164
6000,0.0290374755859375
7000,0.03302884101867676
8000,0.04102945327758789
9000,0.044028520584106445
1000,0.004226207733154297
2000,0.007860183715820312
3000,0.01210784912109375
4000,0.01688408851623535
5000,0.0195009708404541
6000,0.023468017578125
7000,0.029078960418701172
8000,0.03702378273010254
9000,0.04431796073913574
1000,0.0040738582611083984
2000,0.00797891616821289
3000,0.011842012405395508
4000,0.01699209213256836
5000,0.020907163619995117
6000,0.026070117950439453
7000,0.03281807899475098
8000,0.035485029220581055
9000,0.04761910438537598
1000,0.06397819519042969
2000,0.2829470634460449
3000,0.6210360527038574
4000,1.0179669857025146
5000,1.6011509895324707
6000,2.3206639289855957
7000,3.1578938961029053
8000,4.062761068344116
9000,5.1092119216918945
