0,0.0
1000,0.11206459999084473
2000,0.4273202419281006
3000,0.9606788158416748
4000,1.6271533966064453
5000,2.553807258605957
6000,3.6876041889190674
7000,4.968505144119263
8000,6.568127155303955
9000,8.42496919631958
1000,0.10745096206665039
2000,0.4458019733428955
3000,0.8916459083557129
4000,1.5634591579437256
5000,2.4561049938201904
6000,3.5712273120880127
7000,4.784894943237305
8000,6.355602979660034
9000,7.972952842712402
1000,0.10737299919128418
2000,0.48232030868530273
3000,0.9840409755706787
4000,1.6977858543395996
5000,2.656079053878784
6000,3.8282151222229004
7000,5.18163800239563
8000,6.910995960235596
9000,8.627794981002808
